date,month,precipitation,year,precipitation_mean,precipitation_std,z_precipitation
2025-03-01,3,30.573673261722433,2025,33.944871083505596,19.899972018727915,-0.16940716392015626
2025-04-01,4,226.03709664534108,2025,113.52077304994008,32.63089800654382,3.4481528388473066
2025-05-01,5,101.30083744146395,2025,176.61005974572427,42.39669549821466,-1.7762993417124127
2025-06-01,6,185.43712086603045,2025,178.15213825905576,34.12013792721124,0.21350976430739538
2025-07-01,7,188.33898485016834,2025,205.79268096131557,51.84837348634735,-0.33662957847160063
2025-08-01,8,148.8607151481283,2025,216.6827667095796,69.25379687440768,-0.9793261109487923
2025-09-01,9,259.26418487075716,2025,236.8360261560407,46.866101861715556,0.47855822916302315
2025-10-01,10,204.26557121465157,2025,156.41062952095487,45.7663167047445,1.0456367289163053
2025-11-01,11,18.356133202170895,2025,14.43278199392981,13.636496516823462,0.2877096183320117
2025-12-01,12,8.036065064521836,2025,3.5870408676794963,3.055261729364951,1.45618431117752
2026-01-01,1,1.7111528511231882,2026,4.3391869797813385,5.937198094161852,-0.44263878128680617
2026-02-01,2,32.67022937920592,2026,11.64356935728168,13.29139848912826,1.581974992257065
2026-03-01,3,58.16640804849885,2026,33.944871083505596,19.899972018727915,1.2171643730050627
2026-04-01,4,103.71278402071039,2026,113.52077304994008,32.63089800654382,-0.3005736779681266
2026-05-01,5,170.47838599048555,2026,176.61005974572427,42.39669549821466,-0.14462621869897688
2026-06-01,6,183.21740674041212,2026,178.15213825905576,34.12013792721124,0.14845392747714364
2026-07-01,7,178.1962517858774,2026,205.79268096131557,51.84837348634735,-0.5322525533555037
2026-08-01,8,,2026,216.6827667095796,69.25379687440768,
2026-09-01,9,,2026,236.8360261560407,46.866101861715556,
