osmid,lat,lon
6004209307,7.8696056,6.8703109
10157590172,7.9881962,6.9244337
5210351260,8.0481057,6.8349804
10240169630,8.0710659,6.8116091
10240169631,8.0717458,6.8107818
10241740448,7.8896719,6.7945665
6133257888,8.0345068,6.7938302
10240169634,8.0719755,6.8115227
6133257891,8.0225732,6.7911952
10240169635,8.0725053,6.8104613
10240169637,8.0728069,6.8115033
10214221474,7.9665085,6.9650318
10214221480,7.9664983,6.9654229
10240169641,8.073971,6.8111248
10240169643,8.0735822,6.8105002
10207131317,7.9877549,6.9046733
10240169655,8.0750063,6.8095218
10248672951,8.0625499,6.8370516
10207131319,7.9875709,6.9045563
10240169658,8.0754642,6.8100329
10240169659,8.0753575,6.8083236
10207131321,7.9873913,6.9044853
10207131325,7.9869339,6.9041275
10207131326,7.9872041,6.9039648
10240169664,8.0764423,6.8075404
10240169666,8.0771989,6.8083478
10240169667,8.0770252,6.8072721
10241740484,7.9031537,6.7972145
10207131331,7.9875734,6.9044142
10240169670,8.0776398,6.8079149
10240169671,8.078567,6.8070472
10241740488,7.9032314,6.7968377
10240169672,8.0778113,6.806336
10237886150,7.8514187,6.9112683
10207131337,7.9873146,6.9049868
10240169676,8.0794306,6.8062109
10240169677,8.0791372,6.8080446
10207131339,7.9871536,6.9045829
10240169679,8.0796516,6.8076637
10240169680,8.0789498,6.8066889
10240169681,8.0779822,6.8075945
10207131343,7.9868547,6.9045678
10207131347,7.9867742,6.9041893
10207131348,7.9872639,6.9049248
10240169687,8.0784548,6.8071522
10237886168,7.8519442,6.9131278
10207131356,7.9867266,6.9055346
10214696685,7.9622338,6.9265381
5975310062,8.1622942,6.7383118
10214696687,7.9626191,6.9263625
10207131375,7.9866954,6.9049003
10259332846,7.8498133,6.8828876
10182045429,7.9727091,6.96854
10207131384,7.9857409,6.9046825
5975310072,8.1683467,6.7406535
10207131387,7.9860865,6.9043661
5975310075,8.1698932,6.7410689
5975310076,8.1700761,6.7410866
5975310077,8.1704018,6.7412425
10207131393,7.9859312,6.9048824
10214696707,7.9661408,6.924328
10241740548,7.9059897,6.7973721
6507407108,7.8736284,6.8697247
5974920970,8.0649672,6.7826815
5974920971,8.0753898,6.7836549
10214221578,7.9665552,6.9654809
5975002893,7.9740704,6.8602531
10214696715,7.967426,6.9233228
5975002895,7.9746254,6.8607475
10214221584,7.9665667,6.9662741
6663104272,8.1618906,6.7858171
10207131405,7.9867432,6.9035922
10259332879,7.8476192,6.8838267
10207131414,7.987589,6.903287
10207131424,7.9887647,6.9026217
5975002914,7.9750213,6.8627764
5975002920,7.9761993,6.8615244
10207131433,7.983735,6.9110862
10259785514,7.8617358,6.797765
10207131442,7.983559,6.9101409
5974921019,8.1708009,6.7401499
5750818620,8.1617539,6.7858601
5974921025,8.1697974,6.7425105
10207131461,7.9816555,6.9090183
10242410311,8.0566903,6.8226697
10168932169,7.934279,6.9577067
5974292298,7.9286232,6.8410405
10242410315,8.0560145,6.8219634
10214221645,7.9671407,6.96453
10168932175,7.9332009,6.959186
10213910353,7.9357338,6.955441
10201945939,8.1187282,6.7494987
6067275604,8.0484221,6.8363218
7942960985,8.1597254,6.7814384
10213910362,7.9351385,6.9557558
10201945947,8.1192524,6.7504603
10922731356,7.9859022,6.9047968
10164522844,7.9841795,6.9767746
10213910363,7.9350341,6.9557428
6067275615,8.0484626,6.8372628
10201945952,8.1179845,6.75007
10213910364,7.9355095,6.9561063
10214221666,7.9669092,6.9662818
10213910368,7.9351741,6.9560465
7942960989,8.1601028,6.7811561
10213910373,7.9350961,6.9556205
10207131486,7.982947,6.9075161
10213910375,7.9349077,6.9559922
10213910381,7.9354373,6.9564099
5210351471,8.159049,6.8514942
10213910389,7.9348773,6.9564366
10242410360,8.0568925,6.825177
10218299261,8.0866994,6.7989117
10207125384,7.9866568,6.9038293
10207125386,7.986612,6.9037489
5975039885,7.9380151,6.8653035
10570422160,8.0372418,6.8894485
5991573393,8.0341426,6.7933168
10207125394,7.9859841,6.903351
5991573395,8.0343175,6.7932329
5975039893,7.9388626,6.8636681
5269618587,7.8931693,6.8575707
10207125407,7.9871299,6.9042265
10207125409,7.9871852,6.9044168
5750818723,8.1197224,6.7838377
10207125412,7.9871312,6.9047187
5750818725,8.1163846,6.7843554
5269618595,7.8942352,6.8568948
5975218087,8.0493303,6.8298802
5750818728,8.1631352,6.7864481
10207125416,7.9873737,6.9050816
7942961068,8.1619158,6.7826723
5974921133,8.1479688,6.7638413
5269618605,7.8944247,6.8577533
5991573424,8.023234,6.7911226
10189152176,7.8575178,6.9411331
5991573427,8.0228521,6.7912442
7942961081,8.1601842,6.7836414
7942961085,8.159971,6.7834488
7942940606,8.1628406,6.7873499
5975097278,7.980937,6.7914638
7942961088,8.1603812,6.7839972
7942940609,8.1625557,6.7868297
7942940610,8.1616615,6.7862916
5991573442,8.023174,6.7963157
7942961089,8.1618734,6.7836027
7942940614,8.1623395,6.7863388
7942940615,8.1646718,6.7844331
10206982087,8.0363631,6.8927103
10207135690,7.9900786,6.9007763
7942961102,8.1623712,6.7903206
7942961106,8.163272,6.7901064
7942961107,8.1621362,6.7895722
10206982100,8.0371496,6.8911815
10213910484,7.9357479,6.9562245
7942961108,8.1624336,6.7888963
7942961111,8.1625637,6.7895347
7942961113,8.1631739,6.7895112
10223253469,7.9764481,6.9125082
10206982110,8.0374968,6.8900817
10207135712,7.9883276,6.9028592
10206982112,8.0375349,6.8899571
7942940642,8.1618877,6.7853986
7942940643,8.161457,6.785364
6057660388,7.8388487,6.7890586
10201946080,8.1056708,6.7626992
7942961126,8.1542042,6.7837545
7942940649,8.1620207,6.7851077
5991573482,8.0259121,6.8022031
10223253483,7.9779599,6.9124754
10201946095,8.1053754,6.7633241
10207115248,7.9876901,6.904981
7942961139,8.1537263,6.7840549
10207414260,8.0164765,6.8983453
10201946100,8.1045456,6.7626641
10242385909,8.0468608,6.8319907
7942961141,8.1535162,6.7838154
6130995194,7.8685483,6.871668
5974921212,8.1473809,6.7619909
7942940670,8.1626194,6.7852492
