VH,VV,date,month,year,VV_mean,VV_std,VH_mean,VH_std,z_VV,z_VH
-14.796067289398467,-8.108831859695886,2022-09-01,9,2022,-8.26305656455264,0.1516403913394506,-14.856459537469526,0.1613154334179414,1.0170423822734531,0.37437365285807944
-15.124907751196657,-8.662388301432033,2022-10-01,10,2022,-8.546008385990397,0.22040074283241073,-15.074102176052998,0.2347382777320893,-0.5280377640565806,-0.21643498297130986
-15.776265935795571,-9.308504398157368,2022-11-01,11,2022,-8.978371836358496,0.22793714484734898,-15.421866856125499,0.22002154386708292,-1.4483491140505567,-1.6107471724867455
-16.621623703865954,-10.085316429749993,2022-12-01,12,2022,-9.73538645873448,0.18611691363611682,-16.176800187588853,0.17748504321439704,-1.8801621205672483,-2.506259165397763
-17.064287392208996,-10.479221044701854,2023-01-01,1,2023,-10.237379405819645,0.13096860684606795,-16.616730845578036,0.21381818164690314,-1.8465618952979586,-2.093164122824921
-17.368970422701704,-10.665396610597128,2023-02-01,2,2023,-10.532549344551748,0.13805427801526066,-17.08885365544118,0.25418101024439593,-0.9622828640681049,-1.1020365643805958
-17.31797215405847,-10.450402681400393,2023-03-01,3,2023,-10.463795790823449,0.19833611339589993,-17.243638554429367,0.21485738101342608,0.06752733626640194,-0.34596716798134125
-17.40850343228561,-10.376907774087115,2023-04-01,4,2023,-10.036631603316819,0.25504878721795593,-16.933327580572485,0.316356564315866,-1.3341611010269516,-1.5020262112806548
-16.175586610121737,-9.34942827866667,2023-05-01,5,2023,-8.900584890890112,0.3266103717275747,-15.711621362551494,0.2919430582421254,-1.3742471967514167,-1.589231990525529
-15.206150590527475,-8.396471148369642,2023-06-01,6,2023,-8.402322173167224,0.1957351932819737,-15.138327942584088,0.22487966266348894,0.02989255380943972,-0.3015952938566863
-14.976237364404097,-8.251345021563507,2023-07-01,7,2023,-8.221891185624454,0.19693723103294744,-14.928366532799277,0.22249294673492107,-0.14955951083787533,-0.2151566254450919
-15.05791495537155,-8.37231843831599,2023-08-01,8,2023,-8.139852960706998,0.3803865739618276,-14.816123675917469,0.39724128101496625,-0.6111295548310286,-0.6086761145173399
-14.934989455578346,-8.344663689306154,2023-09-01,9,2023,-8.26305656455264,0.1516403913394506,-14.856459537469526,0.1613154334179414,-0.5381621877434667,-0.4868097022394792
-14.968735508704453,-8.480955734088553,2023-10-01,10,2023,-8.546008385990397,0.22040074283241073,-15.074102176052998,0.2347382777320893,0.29515622799560703,0.4488687075944266
-15.125064359772301,-8.803739774152156,2023-11-01,11,2023,-8.978371836358496,0.22793714484734898,-15.421866856125499,0.22002154386708292,0.7661413076104497,1.3489701559975384
-16.179770183877572,-9.739981710751291,2023-12-01,12,2023,-9.73538645873448,0.18611691363611682,-16.176800187588853,0.17748504321439704,-0.02469013657617076,-0.016733783506093114
-16.88345721242867,-10.388706155983346,2024-01-01,1,2024,-10.237379405819645,0.13096860684606795,-16.616730845578036,0.21381818164690314,-1.1554429248954348,-1.2474447439231453
-17.68327792489767,-10.791798995813938,2024-02-01,2,2024,-10.532549344551748,0.13805427801526066,-17.08885365544118,0.25418101024439593,-1.8778820547200419,-2.33858646200575
-17.470429771804138,-10.511874792679208,2024-03-01,3,2024,-10.463795790823449,0.19833611339589993,-17.243638554429367,0.21485738101342608,-0.2424117374922475,-1.0555430597964854
-17.373202318958473,-10.492627509112225,2024-04-01,4,2024,-10.036631603316819,0.25504878721795593,-16.933327580572485,0.316356564315866,-1.7878771774191107,-1.3904397379495999
-16.452096959395117,-9.44009421822371,2024-05-01,5,2024,-8.900584890890112,0.3266103717275747,-15.711621362551494,0.2919430582421254,-1.6518438299430414,-2.5363699390636096
-15.116054289129027,-8.30244889661505,2024-06-01,6,2024,-8.402322173167224,0.1957351932819737,-15.138327942584088,0.22487966266348894,0.5102469049002215,0.09904698891509521
-15.111913510197436,-8.349349108252232,2024-07-01,7,2024,-8.221891185624454,0.19693723103294744,-14.928366532799277,0.22249294673492107,-0.6472007449239231,-0.8249563866707073
-15.063759924075537,-8.372118264154581,2024-08-01,8,2024,-8.139852960706998,0.3803865739618276,-14.816123675917469,0.39724128101496625,-0.6106033160647032,-0.6233900150693011
-14.840274470211826,-8.205280738904586,2024-09-01,9,2024,-8.26305656455264,0.1516403913394506,-14.856459537469526,0.1613154334179414,0.38100551665500343,0.10033179662213197
-15.256290171980922,-8.742780741673144,2024-10-01,10,2024,-8.546008385990397,0.22040074283241073,-15.074102176052998,0.2347382777320893,-0.8927935230797709,-0.7761324556357962
-15.844041335520743,-9.369538642305812,2024-11-01,11,2024,-8.978371836358496,0.22793714484734898,-15.421866856125499,0.22002154386708292,-1.7161169857123688,-1.9187870059228525
-16.52631028563267,-10.085150656010907,2024-12-01,12,2024,-9.73538645873448,0.18611691363611682,-16.176800187588853,0.17748504321439704,-1.8792714237689432,-1.969236909848323
-17.297813432964883,-10.658146327228835,2025-01-01,1,2025,-10.237379405819645,0.13096860684606795,-16.616730845578036,0.21381818164690314,-3.2127311387203776,-3.185335232677166
-17.708481994146197,-10.828019343054917,2025-02-01,2,2025,-10.532549344551748,0.13805427801526066,-17.08885365544118,0.25418101024439593,-2.1402451466988026,-2.437744417292392
-17.88071072909061,-10.925287212236668,2025-03-01,3,2025,-10.463795790823449,0.19833611339589993,-17.243638554429367,0.21485738101342608,-2.3268148876752144,-2.9650932709704407
-17.76592487160139,-10.798521007324256,2025-04-01,4,2025,-10.036631603316819,0.25504878721795593,-16.933327580572485,0.316356564315866,-2.987230060248641,-2.631831878783453
-16.50750023952737,-9.587635314286988,2025-05-01,5,2025,-8.900584890890112,0.3266103717275747,-15.711621362551494,0.2919430582421254,-2.103578094482388,-2.7261442069151998
-15.43573414445755,-8.545706647843627,2025-06-01,6,2025,-8.402322173167224,0.1957351932819737,-15.138327942584088,0.22487966266348894,-0.7325431480778445,-1.322512664555632
-14.766176869031018,-8.035232490927607,2025-07-01,7,2025,-8.221891185624454,0.19693723103294744,-14.928366532799277,0.22249294673492107,0.9478080590338924,0.7289654173239613
-15.025478870196821,-8.36170226844035,2025-08-01,8,2025,-8.139852960706998,0.3803865739618276,-14.816123675917469,0.39724128101496625,-0.5832206574031586,-0.5270227548970787
-15.087116001440993,-8.41133074349792,2025-09-01,9,2025,-8.26305656455264,0.1516403913394506,-14.856459537469526,0.1613154334179414,-0.9778013472239422,-1.4298474676869557
-15.312244702892045,-8.907114379510851,2025-10-01,10,2025,-8.546008385990397,0.22040074283241073,-15.074102176052998,0.2347382777320893,-1.6384064267652356,-1.0145023178147492
-15.547789154095327,-9.20146272382349,2025-11-01,11,2025,-8.978371836358496,0.22793714484734898,-15.421866856125499,0.22002154386708292,-0.978738623818415,-0.5723180364823656
-16.40637471437542,-9.995343348116455,2025-12-01,12,2025,-9.73538645873448,0.18611691363611682,-16.176800187588853,0.17748504321439704,-1.3967397390342777,-1.2934866095124868
-17.09927223234246,-10.581646746933918,2026-01-01,1,2026,-10.237379405819645,0.13096860684606795,-16.616730845578036,0.21381818164690314,-2.628624900308383,-2.2567836984101177
-17.46041393127197,-10.529864107557271,2026-02-01,2,2026,-10.532549344551748,0.13805427801526066,-17.08885365544118,0.25418101024439593,0.019450588805224506,-1.4617940005570502
-17.717431905662533,-10.788262012936057,2026-03-01,3,2026,-10.463795790823449,0.19833611339589993,-17.243638554429367,0.21485738101342608,-1.6359412139177065,-2.2051527808744873
-17.562726963397424,-10.569695724711153,2026-04-01,4,2026,-10.036631603316819,0.25504878721795593,-16.933327580572485,0.316356564315866,-2.0900476618961368,-1.9895252819742844
-16.53366949900272,-9.722665611267646,2026-05-01,5,2026,-8.900584890890112,0.3266103717275747,-15.711621362551494,0.2919430582421254,-2.5170073933329644,-2.8157824385379064
-14.865228107224295,-8.26965592412109,2026-06-01,6,2026,-8.402322173167224,0.1957351932819737,-15.138327942584088,0.22487966266348894,0.6777843412912355,1.2144265609667877
-15.081273110338376,-8.503253294511797,2026-07-01,7,2026,-8.221891185624454,0.19693723103294744,-14.928366532799277,0.22249294673492107,-1.4286892702389606,-0.6872423588387836
-15.014116610784964,-8.46298492458686,2026-08-01,8,2026,-8.139852960706998,0.3803865739618276,-14.816123675917469,0.39724128101496625,-0.8494830943015568,-0.4984198378416648
,,2026-09-01,9,2026,-8.26305656455264,0.1516403913394506,-14.856459537469526,0.1613154334179414,,
