MNDWI,NBR,NDVI,date,month,year,NDVI_mean,NDVI_std,MNDWI_mean,MNDWI_std,NBR_mean,NBR_std,z_NDVI,z_MNDWI,z_NBR
-0.48142883772301315,0.04748302678841411,0.2944237428464581,2021-02-01,2,2021,0.2705682812972725,0.016686800396733394,-0.4273776308177524,0.04570445317017471,0.05547364356383777,0.02390439180948947,1.4296007012737775,-1.1826245180969126,-0.3342740045053804
-0.4045959887680378,0.034913380322353076,0.25534725257656743,2021-03-01,3,2021,0.28582312879340777,0.027231274720844672,-0.41357206252604906,0.012511950257186011,0.059429051338129965,0.022852317855697208,-1.1191498205374875,0.7174000514313101,-1.0727870656527299
-0.4369327579356091,0.10292930549115697,0.35843904261327664,2021-04-01,4,2021,0.4081309940543325,0.06152393784117879,-0.442511687317016,0.04162322952392434,0.14781715352856767,0.04152234284877869,-0.8076848326798157,0.13403403448548462,-1.0810528731697275
-0.35107735786457994,0.31163438207548355,0.48681729563859955,2021-05-01,5,2021,0.5400337752276301,0.04314900527129165,-0.4045878477208297,0.044164863375471056,0.3229788499336405,0.04790751645971326,-1.2333188043256487,1.2116077299124894,-0.23679933122178923
-0.3029050324858991,0.3924807512402192,0.5178000873233236,2021-06-01,6,2021,0.5567132369846013,0.03288471435423138,-0.32663126795955766,0.020837725819125144,0.4181947806965564,0.019105316342871645,-1.183320288025266,1.1386192370322046,-1.3459096407964655
-0.4180494429321123,0.4373931274337653,0.6318103618824148,2021-07-01,7,2021,0.648275097307248,0.011249222030512505,-0.4050779865017749,0.02071458706284173,0.4582123984790711,0.025267621149362384,-1.4636332521639326,-0.6261991316064369,-0.8239505777864313
-0.348641453851601,0.45627826327485976,0.6045579873526896,2021-08-01,8,2021,0.5971661186013877,0.02456985251544212,-0.36966308912917756,0.05766442766514424,0.4289744854409464,0.02514544533682445,0.3008511649248262,0.3645511822236166,1.0858339340655112
-0.38232425921992674,0.4327333283857001,0.6038993275990359,2021-09-01,9,2021,0.5511354783262049,0.049743572806238055,-0.32419021248152297,0.06305789698288289,0.43073812452928695,0.005357557384158659,1.0607169187134493,-0.9219154066331186,0.37240923677506943
-0.4618832937121878,0.4269171326828872,0.6581874521006607,2021-10-01,10,2021,0.5818317118714308,0.06652767313998233,-0.36670318463149326,0.08417569232983467,0.4300774468394762,0.016547506258612964,1.147729006973806,-1.1307315264808284,-0.19098431553358805
-0.4403434491530376,0.34766289368160375,0.5647958253032407,2021-11-01,11,2021,0.5514478218055735,0.03368900290729058,-0.44900279488674827,0.008651890852693536,0.3315450444436591,0.036218082723073544,0.39621248317736835,1.0008616476032903,0.44502215540184814
-0.5024558845260857,0.2111428783084102,0.45092810429212915,2021-12-01,12,2021,0.4489632056876826,0.050153863751426116,-0.4973480315979639,0.020041965732433994,0.19843693490469946,0.03539826157123801,0.03917741241602088,-0.2548578815228544,0.3589425819157919
-0.42621826255822276,0.08575349362071594,0.29239259228194187,2022-01-01,1,2022,0.3127440864958148,0.01483958052250194,-0.44020539683211335,0.012084946842535166,0.09963112480085516,0.023871508421610538,-1.371433254667343,1.1574013900218683,-0.5813470575481523
-0.43691018710457524,0.04429723061536345,0.26437392199712423,2022-02-01,2,2022,0.2705682812972725,0.016686800396733394,-0.4273776308177524,0.04570445317017471,0.05547364356383777,0.02390439180948947,-0.37121312371908544,-0.2085695293482587,-0.4675464256755345
-0.43206320500565903,0.05365719421437837,0.2854082166363973,2022-03-01,3,2022,0.28582312879340777,0.027231274720844672,-0.41357206252604906,0.012511950257186011,0.059429051338129965,0.022852317855697208,-0.015236604281798372,-1.4778785161002321,-0.2525720655645721
-0.49324189820380654,0.15407257832197208,0.4453740357804765,2022-04-01,4,2022,0.4081309940543325,0.06152393784117879,-0.442511687317016,0.04162322952392434,0.14781715352856767,0.04152234284877869,0.6053422949338062,-1.2187956452930124,0.15065201923181942
-0.385803987871259,0.3746781055544514,0.5726296115563805,2022-05-01,5,2022,0.5400337752276301,0.04314900527129165,-0.4045878477208297,0.044164863375471056,0.3229788499336405,0.04790751645971326,0.7554249773270534,0.42531230516617224,1.0791470616993102
-0.3343694002662728,0.4241023131024066,0.5702121837423034,2022-06-01,6,2022,0.5567132369846013,0.03288471435423138,-0.32663126795955766,0.020837725819125144,0.4181947806965564,0.019105316342871645,0.4104930519478629,-0.3713520551082883,0.309208824383289
-0.42350494046279585,0.4363949532005779,0.6510297857685984,2022-07-01,7,2022,0.648275097307248,0.011249222030512505,-0.4050779865017749,0.02071458706284173,0.4582123984790711,0.025267621149362384,0.24487813058348054,-0.8895641465175821,-0.8634546619772996
-0.39083415699882024,0.41974381052157167,0.6010631360418635,2022-08-01,8,2022,0.5971661186013877,0.02456985251544212,-0.36966308912917756,0.05766442766514424,0.4289744854409464,0.02514544533682445,0.1586097205112037,-0.3671425994650028,-0.36709132790170956
-0.3920999772737314,0.43361574349009574,0.61282945042918,2022-09-01,9,2022,0.5511354783262049,0.049743572806238055,-0.32419021248152297,0.06305789698288289,0.43073812452928695,0.005357557384158659,1.2402400676623377,-1.0769430640962003,0.5371139783434514
-0.3699004376153939,0.4202043977831055,0.5684239697177058,2022-10-01,10,2022,0.5818317118714308,0.06652767313998233,-0.36670318463149326,0.08417569232983467,0.4300774468394762,0.016547506258612964,-0.20153631595551907,-0.03798309102552398,-0.5966487579499656
-0.4683809859693972,0.2867734426029493,0.5260761616447474,2022-11-01,11,2022,0.5514478218055735,0.03368900290729058,-0.44900279488674827,0.008651890852693536,0.3315450444436591,0.036218082723073544,-0.7531140126244434,-2.2397637016671386,-1.2361670876682567
-0.5250334073044242,0.1611788400208254,0.4354311169820428,2022-12-01,12,2022,0.4489632056876826,0.050153863751426116,-0.4973480315979639,0.020041965732433994,0.19843693490469946,0.03539826157123801,-0.26981148995235765,-1.3813702745562966,-1.0525402443533338
-0.4843915491135051,0.09161873503234302,0.3294810665126512,2023-01-01,1,2023,0.3127440864958148,0.01483958052250194,-0.44020539683211335,0.012084946842535166,0.09963112480085516,0.023871508421610538,1.1278607229804996,-3.656296784514648,-0.33564656355182965
-0.44136226616752733,0.06135386443305752,0.2845213740161526,2023-02-01,2,2023,0.2705682812972725,0.016686800396733394,-0.4273776308177524,0.04570445317017471,0.05547364356383777,0.02390439180948947,0.8361754432929828,-0.30597971050446543,0.24598914358847832
-0.5142557252488215,0.06484925934297794,0.36950705658049415,2023-03-01,3,2023,0.28582312879340777,0.027231274720844672,-0.41357206252604906,0.012511950257186011,0.059429051338129965,0.022852317855697208,3.073081544839655,-8.04699992033189,0.23718416832263214
-0.4157188894111528,0.1397543291634683,0.36554803595763274,2023-04-01,4,2023,0.4081309940543325,0.06152393784117879,-0.442511687317016,0.04162322952392434,0.14781715352856767,0.04152234284877869,-0.6921364202438685,0.6436981995946072,-0.19418038125795492
-0.4323917328379979,0.2610392264470437,0.5039820388423846,2023-05-01,5,2023,0.5400337752276301,0.04314900527129165,-0.4045878477208297,0.044164863375471056,0.3229788499336405,0.04790751645971326,-0.8355172073742293,-0.6295476311291022,-1.2928999051471086
-0.3165666216318469,0.397400014173841,0.5471384802722867,2023-06-01,6,2023,0.5567132369846013,0.03288471435423138,-0.32663126795955766,0.020837725819125144,0.4181947806965564,0.019105316342871645,-0.29116131614147783,0.48300118808902315,-1.0884282756445482
-0.39690881577935255,0.45805414719496684,0.6443264294054741,2023-07-01,7,2023,0.648275097307248,0.011249222030512505,-0.4050779865017749,0.02071458706284173,0.4582123984790711,0.025267621149362384,-0.3510169762018593,0.3943680218022005,-0.006263006840603658
-0.4410297583999903,0.46225360929319503,0.6676200531946634,2023-08-01,8,2023,0.5971661186013877,0.02456985251544212,-0.36966308912917756,0.05766442766514424,0.4289744854409464,0.02514544533682445,2.867495217930004,-1.2376203521040225,1.3234652799532147
-0.4357797024938,0.46067148530381813,0.660964433068954,2023-09-01,9,2023,0.5511354783262049,0.049743572806238055,-0.32419021248152297,0.06305789698288289,0.43073812452928695,0.005357557384158659,2.207902419284529,-1.7696354517272923,5.587128354992293
-0.3790552868989834,0.4564312344403395,0.6068900377176107,2023-10-01,10,2023,0.5818317118714308,0.06652767313998233,-0.36670318463149326,0.08417569232983467,0.4300774468394762,0.016547506258612964,0.3766601876102623,-0.1467419147452871,1.5926138470046625
-0.4748278908385627,0.3144139518339171,0.5533294491563518,2023-11-01,11,2023,0.5514478218055735,0.03368900290729058,-0.44900279488674827,0.008651890852693536,0.3315450444436591,0.036218082723073544,0.055852865576236685,-2.9849077376853947,-0.472998329059209
-0.5272506224386969,0.19726481493030082,0.4911817099241566,2023-12-01,12,2023,0.4489632056876826,0.050153863751426116,-0.4973480315979639,0.020041965732433994,0.19843693490469946,0.03539826157123801,0.8417796970881136,-1.4919989007037122,-0.03311235982704365
-0.5237182069069961,0.11320363265961285,0.3868920107618018,2024-01-01,1,2024,0.3127440864958148,0.01483958052250194,-0.44020539683211335,0.012084946842535166,0.09963112480085516,0.023871508421610538,4.996632091692422,-6.910482202614599,0.5685651538664682
-0.5584237564884358,0.0278492406986148,0.31305942220821353,2024-02-01,2,2024,0.2705682812972725,0.016686800396733394,-0.4273776308177524,0.04570445317017471,0.05547364356383777,0.02390439180948947,2.546392352080815,-2.8672507071192794,-1.1556204016977645
-0.5077868677457354,0.07806291450872734,0.373397555522462,2024-03-01,3,2024,0.28582312879340777,0.027231274720844672,-0.41357206252604906,0.012511950257186011,0.059429051338129965,0.022852317855697208,3.215950322810956,-7.52998559641618,0.8154036403774179
-0.47219657749106503,0.14467594538715164,0.41048925801278713,2024-04-01,4,2024,0.4081309940543325,0.06152393784117879,-0.442511687317016,0.04162322952392434,0.14781715352856767,0.04152234284877869,0.038330835788540886,-0.7131808490974165,-0.07565103329684629
-0.44139145786878314,0.26139260800775643,0.5064879356568637,2024-05-01,5,2024,0.5400337752276301,0.04314900527129165,-0.4045878477208297,0.044164863375471056,0.3229788499336405,0.04790751645971326,-0.7774417824896063,-0.8333233103217073,-1.2855235770293714
-0.3607909990763337,0.37079679125184317,0.5398549087414477,2024-06-01,6,2024,0.5567132369846013,0.03288471435423138,-0.32663126795955766,0.020837725819125144,0.4181947806965564,0.019105316342871645,-0.5126493744648984,-1.639321460186591,-2.4808795936214807
-0.38212419998620006,0.39340056513972516,0.5791008460218885,2024-07-01,7,2024,0.648275097307248,0.011249222030512505,-0.4050779865017749,0.02071458706284173,0.4582123984790711,0.025267621149362384,-6.149247574430528,1.1080977113345325,-2.5650152405020297
-0.4204882065057863,0.37147436764035496,0.5790515099620447,2024-08-01,8,2024,0.5971661186013877,0.02456985251544212,-0.36966308912917756,0.05766442766514424,0.4289744854409464,0.02514544533682445,-0.737269734442158,-0.8813946385065814,-2.286701111488566
-0.40254047133713144,0.38832222940148436,0.5891987396477195,2024-09-01,9,2024,0.5511354783262049,0.049743572806238055,-0.32419021248152297,0.06305789698288289,0.43073812452928695,0.005357557384158659,0.765189534531008,-1.2425130333299366,-7.917021150948157
-0.3829641486600345,0.47226630218381155,0.6210123968426178,2024-10-01,10,2024,0.5818317118714308,0.06652767313998233,-0.36670318463149326,0.08417569232983467,0.4300774468394762,0.016547506258612964,0.5889381534319719,-0.19317885696531167,2.5495597152215064
-0.47875838134806575,0.3136305140743263,0.5557311791450509,2024-11-01,11,2024,0.5514478218055735,0.03368900290729058,-0.44900279488674827,0.008651890852693536,0.3315450444436591,0.036218082723073544,0.12714408174278213,-3.43920039768577,-0.49462945088255517
-0.5176112693377839,0.18295000883560655,0.41913039981192224,2024-12-01,12,2024,0.4489632056876826,0.050153863751426116,-0.4973480315979639,0.020041965732433994,0.19843693490469946,0.03539826157123801,-0.5948256753182267,-1.011040434373555,-0.4375052723401658
-0.5477458080162759,0.08381132420807819,0.3606995966254835,2025-01-01,1,2025,0.3127440864958148,0.01483958052250194,-0.44020539683211335,0.012084946842535166,0.09963112480085516,0.023871508421610538,3.231594724456769,-8.898707837559911,-0.6627063658220916
-0.5339744846700688,0.05173081612627321,0.31809567279988954,2025-02-01,2,2025,0.2705682812972725,0.016686800396733394,-0.4273776308177524,0.04570445317017471,0.05547364356383777,0.02390439180948947,2.8482027933839844,-2.332307826885416,-0.15657488663144928
-0.4774438809019377,0.065258810898158,0.3057976945290798,2025-03-01,3,2025,0.28582312879340777,0.027231274720844672,-0.41357206252604906,0.012511950257186011,0.059429051338129965,0.022852317855697208,0.7335156337864026,-5.104865113990123,0.25510583201408826
-0.5135273837734041,0.0703384170957658,0.3724773614938505,2025-04-01,4,2025,0.4081309940543325,0.06152393784117879,-0.442511687317016,0.04162322952392434,0.14781715352856767,0.04152234284877869,-0.5795082989083078,-1.7061553672948293,-1.8659529091355398
-0.47190660265059653,0.24361391294187193,0.5170988421818905,2025-05-01,5,2025,0.5400337752276301,0.04314900527129165,-0.4045878477208297,0.044164863375471056,0.3229788499336405,0.04790751645971326,-0.5315286621682302,-1.5242604592128175,-1.6566280796147872
-0.4362693949052192,0.4020742482706425,0.6254034395781763,2025-06-01,6,2025,0.5567132369846013,0.03288471435423138,-0.32663126795955766,0.020837725819125144,0.4181947806965564,0.019105316342871645,2.08881858767724,-5.261520757943471,-0.843772075615416
-0.4278706674218886,0.41491447078233706,0.6234240534828379,2025-07-01,7,2025,0.648275097307248,0.011249222030512505,-0.4050779865017749,0.02071458706284173,0.4582123984790711,0.025267621149362384,-2.2091344412088083,-1.1003203129740258,-1.7135735667711094
-0.23017931253659604,0.43685699588754817,0.4874627455396995,2025-08-01,8,2025,0.5971661186013877,0.02456985251544212,-0.36966308912917756,0.05766442766514424,0.4289744854409464,0.02514544533682445,-4.464958550025474,2.4188877309692556,0.3134766690752603
-0.3431292383683699,0.4346727160419035,0.5733956890520443,2025-09-01,9,2025,0.5511354783262049,0.049743572806238055,-0.32419021248152297,0.06305789698288289,0.43073812452928695,0.005357557384158659,0.4474992339723508,-0.3003434429788856,0.7344002556557645
-0.39755846499425207,0.45411245241608805,0.6212387046515984,2025-10-01,10,2025,0.5818317118714308,0.06652767313998233,-0.36670318463149326,0.08417569232983467,0.4300774468394762,0.016547506258612964,0.5923398628004087,-0.36655808237198984,1.4524850573240706
-0.4755649499156424,0.34854258177957,0.5786366498358897,2025-11-01,11,2025,0.5514478218055735,0.03368900290729058,-0.44900279488674827,0.008651890852693536,0.3315450444436591,0.036218082723073544,0.8070535095721787,-3.0700982572641586,0.46931079885910687
-0.4963915439094137,0.19403661607545844,0.4353797488392127,2025-12-01,12,2025,0.4489632056876826,0.050153863751426116,-0.4973480315979639,0.020041965732433994,0.19843693490469946,0.03539826157123801,-0.2708357010297867,0.04772424528210498,-0.12430889636728361
-0.5064569746743338,0.09955781336520121,0.33833382125267225,2026-01-01,1,2026,0.3127440864958148,0.01483958052250194,-0.44020539683211335,0.012084946842535166,0.09963112480085516,0.023871508421610538,1.7244244012190604,-5.482157158444091,-0.0030710851764852083
-0.562889679979332,0.04771818685699039,0.3632424917089417,2026-02-01,2,2026,0.2705682812972725,0.016686800396733394,-0.4273776308177524,0.04570445317017471,0.05547364356383777,0.02390439180948947,5.5537435702659375,-2.9649638002891714,-0.32443647881343085
-0.5142173951625703,0.06905256872538731,0.3521791010890533,2026-03-01,3,2026,0.28582312879340777,0.027231274720844672,-0.41357206252604906,0.012511950257186011,0.059429051338129965,0.022852317855697208,2.4367560085188438,-8.043936442179938,0.4211177810507372
-0.45956118356861797,0.13714205430843496,0.38670057371806726,2026-04-01,4,2026,0.4081309940543325,0.06152393784117879,-0.442511687317016,0.04162322952392434,0.14781715352856767,0.04152234284877869,-0.34832653903894917,-0.409614930090953,-0.2570928923498039
-0.4505679082945947,0.27620011662731675,0.5239648339613752,2026-05-01,5,2026,0.5400337752276301,0.04314900527129165,-0.4045878477208297,0.044164863375471056,0.3229788499336405,0.04790751645971326,-0.37240583334944377,-1.0411004825909214,-0.9764382869995208
-0.30284065061324755,0.4315224560383167,0.5544344129828976,2026-06-01,6,2026,0.5567132369846013,0.03288471435423138,-0.32663126795955766,0.020837725819125144,0.4181947806965564,0.019105316342871645,-0.0692973634241231,1.1417089154937798,0.6975898803545819
-0.40150143858430065,0.4460673437322632,0.6300234047849036,2026-07-01,7,2026,0.648275097307248,0.011249222030512505,-0.4050779865017749,0.02071458706284173,0.4582123984790711,0.025267621149362384,-1.6224848680947268,0.17265842213625088,-0.48065683251366764
-0.41016308684387753,0.46378667934730916,0.6577003713915426,2026-08-01,8,2026,0.5971661186013877,0.02456985251544212,-0.36966308912917756,0.05766442766514424,0.4289744854409464,0.02514544533682445,2.463761341347458,-0.7023393685598053,1.3844333810776361
,,,2026-09-01,9,2026,0.5511354783262049,0.049743572806238055,-0.32419021248152297,0.06305789698288289,0.43073812452928695,0.005357557384158659,,,
